Country	TIME_PERIOD	OBS_VALUE	ATTRIBUTE
Germany	2011	82.96965361	ER_Age:Middle-aged_Sex:Total_Education:Total
Germany	2012	83.33233783	ER_Age:Middle-aged_Sex:Total_Education:Total
Germany	2013	83.42414082	ER_Age:Middle-aged_Sex:Total_Education:Total
Germany	2014	83.47191482	ER_Age:Middle-aged_Sex:Total_Education:Total
Germany	2015	83.72609337	ER_Age:Middle-aged_Sex:Total_Education:Total
Germany	2016	83.93779629	ER_Age:Middle-aged_Sex:Total_Education:Total
Germany	2017	84.23675988	ER_Age:Middle-aged_Sex:Total_Education:Total
Germany	2018	84.85266458	ER_Age:Middle-aged_Sex:Total_Education:Total
Germany	2019	85.40904962	ER_Age:Middle-aged_Sex:Total_Education:Total
Germany	2020	83.99431978	ER_Age:Middle-aged_Sex:Total_Education:Total
Germany	2021	84.46687769	ER_Age:Middle-aged_Sex:Total_Education:Total
Germany	2018	12.81518188	SWLRS_Age:Total_Sex:Total_Education:Total
Germany	2008	4.3	TAHDIQ_Age:Total_Sex:Total_Education:Total
Germany	2011	4.4	TAHDIQ_Age:Total_Sex:Total_Education:Total
Germany	2012	4.3	TAHDIQ_Age:Total_Sex:Total_Education:Total
Germany	2013	4.4	TAHDIQ_Age:Total_Sex:Total_Education:Total
Germany	2014	4.4	TAHDIQ_Age:Total_Sex:Total_Education:Total
Germany	2015	4.5	TAHDIQ_Age:Total_Sex:Total_Education:Total
Germany	2016	4.6	TAHDIQ_Age:Total_Sex:Total_Education:Total
Germany	2017	4.5	TAHDIQ_Age:Total_Sex:Total_Education:Total
Germany	2018	4.4	TAHDIQ_Age:Total_Sex:Total_Education:Total
Germany	2019	4.6	TAHDIQ_Age:Total_Sex:Total_Education:Total
Germany	2014	9	Self-reported depression_Age:Total_Sex:Total_Education:Secondary education
Germany	2019	9.7	Self-reported depression_Age:Total_Sex:Total_Education:Secondary education
Germany	2013	6.917080172	LS_Age:Total_Sex:Total_Education:Primary education
Germany	2018	6.9	LS_Age:Total_Sex:Total_Education:Primary education
Germany	2021	6.6	LS_Age:Total_Sex:Total_Education:Primary education
Germany	2005	42.99565506	JS_Age:Total_Sex:Total_Education:Primary education
Germany	2010	33.1875267	JS_Age:Total_Sex:Total_Education:Primary education
Germany	2015	23.99508095	JS_Age:Total_Sex:Total_Education:Primary education
Germany	2004	10.719054	NEET_Age:Total_Sex:Female_Education:Total
Germany	2005	12.098704	NEET_Age:Total_Sex:Female_Education:Total
Germany	2006	10.697732	NEET_Age:Total_Sex:Female_Education:Total
Germany	2007	10.286264	NEET_Age:Total_Sex:Female_Education:Total
Germany	2008	9.8950777	NEET_Age:Total_Sex:Female_Education:Total
Germany	2009	9.4969311	NEET_Age:Total_Sex:Female_Education:Total
Germany	2010	9.1047297	NEET_Age:Total_Sex:Female_Education:Total
Germany	2011	9.0459929	NEET_Age:Total_Sex:Female_Education:Total
Germany	2012	7.9453773	NEET_Age:Total_Sex:Female_Education:Total
Germany	2013	7.5897126	NEET_Age:Total_Sex:Female_Education:Total
Germany	2014	7.375679	NEET_Age:Total_Sex:Female_Education:Total
Germany	2015	6.8190613	NEET_Age:Total_Sex:Female_Education:Total
Germany	2016	7.7623062	NEET_Age:Total_Sex:Female_Education:Total
Germany	2017	7.2493954	NEET_Age:Total_Sex:Female_Education:Total
Germany	2018	7.6604838	NEET_Age:Total_Sex:Female_Education:Total
Germany	2019	6.4618335	NEET_Age:Total_Sex:Female_Education:Total
Germany	2021	8.3092031	NEET_Age:Total_Sex:Female_Education:Total
Germany	2005	44.81978607	JS_Age:Total_Sex:Total_Education:Total
Germany	2010	31.74748993	JS_Age:Total_Sex:Total_Education:Total
Germany	2015	28.53308678	JS_Age:Total_Sex:Total_Education:Total
Germany	2018	414.15741	SSS_Age:Total_Sex:Total_Education:Primary education
Germany	2014	7.9	Self-reported depression_Age:Total_Sex:Male_Education:Total
Germany	2019	8.9	Self-reported depression_Age:Total_Sex:Male_Education:Total
Germany	2017	91.34681	VT_Age:Old_Sex:Total_Education:Total
Germany	2005	39.08457184	JS_Age:Total_Sex:Female_Education:Total
Germany	2010	25.04117203	JS_Age:Total_Sex:Female_Education:Total
Germany	2015	24.1168499	JS_Age:Total_Sex:Female_Education:Total
Germany	2013	5.841120777	Satisfaction with time use_Age:Middle-aged_Sex:Total_Education:Total
Germany	2018	5.955193592	Satisfaction with time use_Age:Middle-aged_Sex:Total_Education:Total
Germany	2012	267.21486	ALS_Age:Total_Sex:Female_Education:Total
Germany	2013	2.213555926	Top personal relationship satisfaction scores quintile_Age:Total_Sex:Total_Education:Total
Germany	2018	2.194778242	Top personal relationship satisfaction scores quintile_Age:Total_Sex:Total_Education:Total
Germany	2018	0.639738321	LTUR_Age:Total_Sex:Total_Education:Tertiary education
Germany	2021	0.694551706	LTUR_Age:Total_Sex:Total_Education:Tertiary education
Germany	2012	15.653319	TO_Age:Total_Sex:Male_Education:Total
Germany	2018	496.2463214	SMS_Age:Total_Sex:Female_Education:Total
Germany	2005	49.74749756	JS_Age:Total_Sex:Male_Education:Total
Germany	2010	37.57579422	JS_Age:Total_Sex:Male_Education:Total
Germany	2015	32.78115845	JS_Age:Total_Sex:Male_Education:Total
Germany	2018	502.4930209	SSS_Age:Total_Sex:Male_Education:Total
Germany	2012	272.34966	ALS_Age:Total_Sex:Male_Education:Total
Germany	2012	263.64274	ANS_Age:Old_Sex:Total_Education:Total
Germany	2006	494.9444179	SRS_Age:Total_Sex:Total_Education:Total
Germany	2009	497.305058	SRS_Age:Total_Sex:Total_Education:Total
Germany	2012	507.6765296	SRS_Age:Total_Sex:Total_Education:Total
Germany	2015	509.1041387	SRS_Age:Total_Sex:Total_Education:Total
Germany	2018	498.2792569	SRS_Age:Total_Sex:Total_Education:Total
Germany	2006	25.82947047	Not FSAN_Age:Total_Sex:Total_Education:Total
Germany	2007	21.68649181	Not FSAN_Age:Total_Sex:Total_Education:Total
Germany	2008	24.73805415	Not FSAN_Age:Total_Sex:Total_Education:Total
Germany	2009	24.70316285	Not FSAN_Age:Total_Sex:Total_Education:Total
Germany	2010	23.34305916	Not FSAN_Age:Total_Sex:Total_Education:Total
Germany	2011	19.27090044	Not FSAN_Age:Total_Sex:Total_Education:Total
Germany	2012	17.70275744	Not FSAN_Age:Total_Sex:Total_Education:Total
Germany	2013	22.72677863	Not FSAN_Age:Total_Sex:Total_Education:Total
Germany	2014	19.13668268	Not FSAN_Age:Total_Sex:Total_Education:Total
Germany	2015	23.98243663	Not FSAN_Age:Total_Sex:Total_Education:Total
Germany	2016	25.69900685	Not FSAN_Age:Total_Sex:Total_Education:Total
Germany	2017	28.71081539	Not FSAN_Age:Total_Sex:Total_Education:Total
Germany	2018	23.86410273	Not FSAN_Age:Total_Sex:Total_Education:Total
Germany	2019	27.04146333	Not FSAN_Age:Total_Sex:Total_Education:Total
Germany	2020	22.0315612	Not FSAN_Age:Total_Sex:Total_Education:Total
Germany	2021	25.76244701	Not FSAN_Age:Total_Sex:Total_Education:Total
Germany	2022	18.33310733	Not FSAN_Age:Total_Sex:Total_Education:Total
Germany	2013	6.505472352	Satisfaction with time use_Age:Total_Sex:Female_Education:Total
Germany	2018	6.669703456	Satisfaction with time use_Age:Total_Sex:Female_Education:Total
Germany	2018	503.5658061	SSS_Age:Total_Sex:Female_Education:Total
Germany	2013	8.030713548	Satisfaction with personal relationships_Age:Young_Sex:Total_Education:Total
Germany	2018	8.086817191	Satisfaction with personal relationships_Age:Young_Sex:Total_Education:Total
Germany	2005	26.82322502	JS_Age:Total_Sex:Total_Education:Tertiary education
Germany	2010	9.589530945	JS_Age:Total_Sex:Total_Education:Tertiary education
Germany	2015	11.17208195	JS_Age:Total_Sex:Total_Education:Tertiary education
Germany	2011	73526	MNW_Age:Total_Sex:Total_Education:Total
Germany	2014	83296	MNW_Age:Total_Sex:Total_Education:Total
Germany	2017	94588	MNW_Age:Total_Sex:Total_Education:Total
Germany	2004	1.214774037	LHWPW_Age:Young_Sex:Total_Education:Total
Germany	2005	1.382112788	LHWPW_Age:Young_Sex:Total_Education:Total
Germany	2006	1.380412769	LHWPW_Age:Young_Sex:Total_Education:Total
Germany	2007	1.223760104	LHWPW_Age:Young_Sex:Total_Education:Total
Germany	2008	1.194719615	LHWPW_Age:Young_Sex:Total_Education:Total
Germany	2009	1.365184055	LHWPW_Age:Young_Sex:Total_Education:Total
Germany	2010	1.408395504	LHWPW_Age:Young_Sex:Total_Education:Total
Germany	2011	1.551974804	LHWPW_Age:Young_Sex:Total_Education:Total
Germany	2012	1.608907879	LHWPW_Age:Young_Sex:Total_Education:Total
Germany	2013	1.392528081	LHWPW_Age:Young_Sex:Total_Education:Total
Germany	2014	1.35332183	LHWPW_Age:Young_Sex:Total_Education:Total
Germany	2015	1.249988768	LHWPW_Age:Young_Sex:Total_Education:Total
Germany	2016	1.150630648	LHWPW_Age:Young_Sex:Total_Education:Total
Germany	2017	1.143610758	LHWPW_Age:Young_Sex:Total_Education:Total
Germany	2018	0.924840509	LHWPW_Age:Young_Sex:Total_Education:Total
Germany	2019	0.866794831	LHWPW_Age:Young_Sex:Total_Education:Total
Germany	2020	1.367767937	LHWPW_Age:Young_Sex:Total_Education:Total
Germany	2021	1.014943457	LHWPW_Age:Young_Sex:Total_Education:Total
Germany	2013	7.887628097	Satisfaction with personal relationships_Age:Old_Sex:Total_Education:Total
Germany	2018	7.941186441	Satisfaction with personal relationships_Age:Old_Sex:Total_Education:Total
Germany	2014	11.9	Self-reported depression_Age:Total_Sex:Total_Education:Primary education
Germany	2019	14	Self-reported depression_Age:Total_Sex:Total_Education:Primary education
Germany	2004	10.299685	NEET_Age:Total_Sex:Male_Education:Total
Germany	2005	11.015523	NEET_Age:Total_Sex:Male_Education:Total
Germany	2006	9.9226484	NEET_Age:Total_Sex:Male_Education:Total
Germany	2007	8.899869	NEET_Age:Total_Sex:Male_Education:Total
Germany	2008	7.8621531	NEET_Age:Total_Sex:Male_Education:Total
Germany	2009	8.3098669	NEET_Age:Total_Sex:Male_Education:Total
Germany	2010	8.6990738	NEET_Age:Total_Sex:Male_Education:Total
Germany	2011	7.8958111	NEET_Age:Total_Sex:Male_Education:Total
Germany	2012	6.9664063	NEET_Age:Total_Sex:Male_Education:Total
Germany	2013	6.2187014	NEET_Age:Total_Sex:Male_Education:Total
Germany	2014	6.1491685	NEET_Age:Total_Sex:Male_Education:Total
Germany	2015	5.4167271	NEET_Age:Total_Sex:Male_Education:Total
Germany	2016	6.6792054	NEET_Age:Total_Sex:Male_Education:Total
Germany	2017	6.7176642	NEET_Age:Total_Sex:Male_Education:Total
Germany	2018	6.3683066	NEET_Age:Total_Sex:Male_Education:Total
Germany	2019	5.4322491	NEET_Age:Total_Sex:Male_Education:Total
Germany	2021	7.8706617	NEET_Age:Total_Sex:Male_Education:Total
Germany	2018	12.81518188	SWLSS_Age:Total_Sex:Total_Education:Total
Germany	2005	57.7	PH+_Age:Total_Sex:Female_Education:Total
Germany	2006	57.7	PH+_Age:Total_Sex:Female_Education:Total
Germany	2007	56.9	PH+_Age:Total_Sex:Female_Education:Total
Germany	2008	62.3	PH+_Age:Total_Sex:Female_Education:Total
Germany	2009	63.5	PH+_Age:Total_Sex:Female_Education:Total
Germany	2010	64.1	PH+_Age:Total_Sex:Female_Education:Total
Germany	2011	63.3	PH+_Age:Total_Sex:Female_Education:Total
Germany	2012	63.8	PH+_Age:Total_Sex:Female_Education:Total
Germany	2013	62.9	PH+_Age:Total_Sex:Female_Education:Total
Germany	2014	63.5	PH+_Age:Total_Sex:Female_Education:Total
Germany	2015	63.1	PH+_Age:Total_Sex:Female_Education:Total
Germany	2016	63.5	PH+_Age:Total_Sex:Female_Education:Total
Germany	2017	63.8	PH+_Age:Total_Sex:Female_Education:Total
Germany	2018	64.3	PH+_Age:Total_Sex:Female_Education:Total
Germany	2019	64.6	PH+_Age:Total_Sex:Female_Education:Total
Germany	2020	62.4	PH+_Age:Total_Sex:Female_Education:Total
Germany	2007	1.621147037	LMIS_Age:Total_Sex:Female_Education:Total
Germany	2008	1.611142397	LMIS_Age:Total_Sex:Female_Education:Total
Germany	2009	1.411408663	LMIS_Age:Total_Sex:Female_Education:Total
Germany	2010	1.330134153	LMIS_Age:Total_Sex:Female_Education:Total
Germany	2011	1.437551856	LMIS_Age:Total_Sex:Female_Education:Total
Germany	2012	1.415920258	LMIS_Age:Total_Sex:Female_Education:Total
Germany	2013	1.247557402	LMIS_Age:Total_Sex:Female_Education:Total
Germany	2014	1.280028224	LMIS_Age:Total_Sex:Female_Education:Total
Germany	2015	1.174197078	LMIS_Age:Total_Sex:Female_Education:Total
Germany	2016	0.972410202	LMIS_Age:Total_Sex:Female_Education:Total
Germany	2004	17.57336497	FTUELT_Age:Total_Sex:Total_Education:Total
Germany	2005	17.36872592	FTUELT_Age:Total_Sex:Total_Education:Total
Germany	2006	18.23598377	FTUELT_Age:Total_Sex:Total_Education:Total
Germany	2007	17.72131543	FTUELT_Age:Total_Sex:Total_Education:Total
Germany	2008	17.29033394	FTUELT_Age:Total_Sex:Total_Education:Total
Germany	2009	19.03905939	FTUELT_Age:Total_Sex:Total_Education:Total
Germany	2010	18.93096087	FTUELT_Age:Total_Sex:Total_Education:Total
Germany	2011	18.90156921	FTUELT_Age:Total_Sex:Total_Education:Total
Germany	2012	19.10093322	FTUELT_Age:Total_Sex:Total_Education:Total
Germany	2013	18.61474007	FTUELT_Age:Total_Sex:Total_Education:Total
Germany	2014	17.9977574	FTUELT_Age:Total_Sex:Total_Education:Total
Germany	2015	19.30726455	FTUELT_Age:Total_Sex:Total_Education:Total
Germany	2016	18.84957488	FTUELT_Age:Total_Sex:Total_Education:Total
Germany	2017	18.20564006	FTUELT_Age:Total_Sex:Total_Education:Total
Germany	2018	17.83281817	FTUELT_Age:Total_Sex:Total_Education:Total
Germany	2019	17.63546436	FTUELT_Age:Total_Sex:Total_Education:Total
Germany	2020	16.98387281	FTUELT_Age:Total_Sex:Total_Education:Total
Germany	2021	7.6	LS_Age:Total_Sex:Male_Education:Tertiary education
Germany	2004	11.64278793	SAD_deaths_Age:Total_Sex:Female_Education:Total
Germany	2005	11.24964523	SAD_deaths_Age:Total_Sex:Female_Education:Total
Germany	2006	10.75909615	SAD_deaths_Age:Total_Sex:Female_Education:Total
Germany	2007	10.11389637	SAD_deaths_Age:Total_Sex:Female_Education:Total
Germany	2008	10.28853607	SAD_deaths_Age:Total_Sex:Female_Education:Total
Germany	2009	10.0078516	SAD_deaths_Age:Total_Sex:Female_Education:Total
Germany	2010	10.37332344	SAD_deaths_Age:Total_Sex:Female_Education:Total
Germany	2011	10.17010689	SAD_deaths_Age:Total_Sex:Female_Education:Total
Germany	2012	10.18664646	SAD_deaths_Age:Total_Sex:Female_Education:Total
Germany	2013	10.51584911	SAD_deaths_Age:Total_Sex:Female_Education:Total
Germany	2014	10.31262589	SAD_deaths_Age:Total_Sex:Female_Education:Total
Germany	2015	10.57138443	SAD_deaths_Age:Total_Sex:Female_Education:Total
Germany	2016	10.75751209	SAD_deaths_Age:Total_Sex:Female_Education:Total
Germany	2017	10.16017056	SAD_deaths_Age:Total_Sex:Female_Education:Total
Germany	2018	10.42482567	SAD_deaths_Age:Total_Sex:Female_Education:Total
Germany	2019	10.01817513	SAD_deaths_Age:Total_Sex:Female_Education:Total
Germany	2020	10.39823437	SAD_deaths_Age:Total_Sex:Female_Education:Total
Germany	2010	74.00031686	FSAN_Age:Total_Sex:Total_Education:Secondary education
Germany	2011	74.00031686	FSAN_Age:Total_Sex:Total_Education:Secondary education
Germany	2012	74.00031686	FSAN_Age:Total_Sex:Total_Education:Secondary education
Germany	2013	74.00031686	FSAN_Age:Total_Sex:Total_Education:Secondary education
Germany	2014	74.00031686	FSAN_Age:Total_Sex:Total_Education:Secondary education
Germany	2015	74.00031686	FSAN_Age:Total_Sex:Total_Education:Secondary education
Germany	2016	74.00031686	FSAN_Age:Total_Sex:Total_Education:Secondary education
Germany	2017	74.00031686	FSAN_Age:Total_Sex:Total_Education:Secondary education
Germany	2018	74.00031686	FSAN_Age:Total_Sex:Total_Education:Secondary education
Germany	2019	74.00031686	FSAN_Age:Total_Sex:Total_Education:Secondary education
Germany	2020	74.00031686	FSAN_Age:Total_Sex:Total_Education:Secondary education
Germany	2021	74.00031686	FSAN_Age:Total_Sex:Total_Education:Secondary education
Germany	2022	74.00031686	FSAN_Age:Total_Sex:Total_Education:Secondary education
Germany	2004	69.77274236	ER_Age:Total_Sex:Total_Education:Total
Germany	2005	70.48478666	ER_Age:Total_Sex:Total_Education:Total
Germany	2006	72.17994927	ER_Age:Total_Sex:Total_Education:Total
Germany	2007	73.99234608	ER_Age:Total_Sex:Total_Education:Total
Germany	2008	75.03861047	ER_Age:Total_Sex:Total_Education:Total
Germany	2009	75.38178225	ER_Age:Total_Sex:Total_Education:Total
Germany	2010	76.14981913	ER_Age:Total_Sex:Total_Education:Total
Germany	2011	77.67433328	ER_Age:Total_Sex:Total_Education:Total
Germany	2012	78.20164731	ER_Age:Total_Sex:Total_Education:Total
Germany	2013	78.64931171	ER_Age:Total_Sex:Total_Education:Total
Germany	2014	79.09678586	ER_Age:Total_Sex:Total_Education:Total
Germany	2015	79.36225638	ER_Age:Total_Sex:Total_Education:Total
Germany	2016	80.08136035	ER_Age:Total_Sex:Total_Education:Total
Germany	2017	80.63965373	ER_Age:Total_Sex:Total_Education:Total
Germany	2018	81.30340653	ER_Age:Total_Sex:Total_Education:Total
Germany	2019	81.95274836	ER_Age:Total_Sex:Total_Education:Total
Germany	2020	80.50454583	ER_Age:Total_Sex:Total_Education:Total
Germany	2021	80.8403733	ER_Age:Total_Sex:Total_Education:Total
Germany	2005	11.5	Difficulty making ends meet_Age:Total_Sex:Total_Education:Total
Germany	2006	8.100000381	Difficulty making ends meet_Age:Total_Sex:Total_Education:Total
Germany	2007	6.099999905	Difficulty making ends meet_Age:Total_Sex:Total_Education:Total
Germany	2008	6.699999809	Difficulty making ends meet_Age:Total_Sex:Total_Education:Total
Germany	2009	10.30000019	Difficulty making ends meet_Age:Total_Sex:Total_Education:Total
Germany	2010	8.899999619	Difficulty making ends meet_Age:Total_Sex:Total_Education:Total
Germany	2011	9.399999619	Difficulty making ends meet_Age:Total_Sex:Total_Education:Total
Germany	2012	9.199999809	Difficulty making ends meet_Age:Total_Sex:Total_Education:Total
Germany	2013	9.100000381	Difficulty making ends meet_Age:Total_Sex:Total_Education:Total
Germany	2014	8.5	Difficulty making ends meet_Age:Total_Sex:Total_Education:Total
Germany	2015	7.599999905	Difficulty making ends meet_Age:Total_Sex:Total_Education:Total
Germany	2016	6.900000095	Difficulty making ends meet_Age:Total_Sex:Total_Education:Total
Germany	2017	6.099999905	Difficulty making ends meet_Age:Total_Sex:Total_Education:Total
Germany	2018	5.900000095	Difficulty making ends meet_Age:Total_Sex:Total_Education:Total
Germany	2019	5.099999905	Difficulty making ends meet_Age:Total_Sex:Total_Education:Total
Germany	2020	5.699999809	Difficulty making ends meet_Age:Total_Sex:Total_Education:Total
Germany	2021	6.5	Difficulty making ends meet_Age:Total_Sex:Total_Education:Total
Germany	2012	6.6723446	TSISI_Age:Total_Sex:Male_Education:Total
Germany	2010	11.15731522	NAB_Age:Total_Sex:Total_Education:Secondary education
Germany	2011	11.15731522	NAB_Age:Total_Sex:Total_Education:Secondary education
Germany	2012	11.15731522	NAB_Age:Total_Sex:Total_Education:Secondary education
Germany	2013	11.15731522	NAB_Age:Total_Sex:Total_Education:Secondary education
Germany	2014	11.15731522	NAB_Age:Total_Sex:Total_Education:Secondary education
Germany	2015	11.15731522	NAB_Age:Total_Sex:Total_Education:Secondary education
Germany	2016	11.15731522	NAB_Age:Total_Sex:Total_Education:Secondary education
Germany	2017	11.15731522	NAB_Age:Total_Sex:Total_Education:Secondary education
Germany	2018	11.15731522	NAB_Age:Total_Sex:Total_Education:Secondary education
Germany	2019	11.15731522	NAB_Age:Total_Sex:Total_Education:Secondary education
Germany	2020	11.15731522	NAB_Age:Total_Sex:Total_Education:Secondary education
Germany	2021	11.15731522	NAB_Age:Total_Sex:Total_Education:Secondary education
Germany	2004	5.298486615	LHWPW_Age:Old_Sex:Total_Education:Total
Germany	2005	3.685456497	LHWPW_Age:Old_Sex:Total_Education:Total
Germany	2006	3.123724237	LHWPW_Age:Old_Sex:Total_Education:Total
Germany	2007	3.111556987	LHWPW_Age:Old_Sex:Total_Education:Total
Germany	2008	4.248646119	LHWPW_Age:Old_Sex:Total_Education:Total
Germany	2009	3.855143339	LHWPW_Age:Old_Sex:Total_Education:Total
Germany	2010	4.100065302	LHWPW_Age:Old_Sex:Total_Education:Total
Germany	2011	2.641483846	LHWPW_Age:Old_Sex:Total_Education:Total
Germany	2012	2.670538536	LHWPW_Age:Old_Sex:Total_Education:Total
Germany	2013	2.643279739	LHWPW_Age:Old_Sex:Total_Education:Total
Germany	2014	2.88835678	LHWPW_Age:Old_Sex:Total_Education:Total
Germany	2015	2.311764251	LHWPW_Age:Old_Sex:Total_Education:Total
Germany	2016	2.645088603	LHWPW_Age:Old_Sex:Total_Education:Total
Germany	2017	2.49013482	LHWPW_Age:Old_Sex:Total_Education:Total
Germany	2018	2.620599141	LHWPW_Age:Old_Sex:Total_Education:Total
Germany	2019	2.359377668	LHWPW_Age:Old_Sex:Total_Education:Total
Germany	2020	2.590904019	LHWPW_Age:Old_Sex:Total_Education:Total
Germany	2021	2.211294846	LHWPW_Age:Old_Sex:Total_Education:Total
Germany	2014	5.9	Self-reported depression_Age:Total_Sex:Total_Education:Tertiary education
Germany	2019	5.2	Self-reported depression_Age:Total_Sex:Total_Education:Tertiary education
Germany	2005	64.30000305	PH+_Age:Middle-aged_Sex:Total_Education:Total
Germany	2006	64.5	PH+_Age:Middle-aged_Sex:Total_Education:Total
Germany	2007	64.30000305	PH+_Age:Middle-aged_Sex:Total_Education:Total
Germany	2008	69.09999847	PH+_Age:Middle-aged_Sex:Total_Education:Total
Germany	2009	70.25	PH+_Age:Middle-aged_Sex:Total_Education:Total
Germany	2010	70.65000153	PH+_Age:Middle-aged_Sex:Total_Education:Total
Germany	2011	70.15000153	PH+_Age:Middle-aged_Sex:Total_Education:Total
Germany	2012	71.05000305	PH+_Age:Middle-aged_Sex:Total_Education:Total
Germany	2013	69.75	PH+_Age:Middle-aged_Sex:Total_Education:Total
Germany	2014	70.5	PH+_Age:Middle-aged_Sex:Total_Education:Total
Germany	2015	69.90000153	PH+_Age:Middle-aged_Sex:Total_Education:Total
Germany	2012	269.80837	ALS_Age:Total_Sex:Total_Education:Total
Germany	2005	48.12446976	JS_Age:Old_Sex:Total_Education:Total
Germany	2010	34.49831009	JS_Age:Old_Sex:Total_Education:Total
Germany	2015	31.43326378	JS_Age:Old_Sex:Total_Education:Total
Germany	2004	21.24478442	GWG_Age:Total_Sex:Total_Education:Total
Germany	2005	16.81415929	GWG_Age:Total_Sex:Total_Education:Total
Germany	2006	18.54252199	GWG_Age:Total_Sex:Total_Education:Total
Germany	2007	16.95906433	GWG_Age:Total_Sex:Total_Education:Total
Germany	2008	16.95906433	GWG_Age:Total_Sex:Total_Education:Total
Germany	2009	16.95859873	GWG_Age:Total_Sex:Total_Education:Total
Germany	2010	16.69471558	GWG_Age:Total_Sex:Total_Education:Total
Germany	2011	16.94444444	GWG_Age:Total_Sex:Total_Education:Total
Germany	2012	16.30434783	GWG_Age:Total_Sex:Total_Education:Total
Germany	2013	14.32328767	GWG_Age:Total_Sex:Total_Education:Total
Germany	2014	17.1875	GWG_Age:Total_Sex:Total_Education:Total
Germany	2015	16.13722999	GWG_Age:Total_Sex:Total_Education:Total
Germany	2016	15.82914573	GWG_Age:Total_Sex:Total_Education:Total
Germany	2017	14.4278607	GWG_Age:Total_Sex:Total_Education:Total
Germany	2018	15.44439048	GWG_Age:Total_Sex:Total_Education:Total
Germany	2019	13.98721731	GWG_Age:Total_Sex:Total_Education:Total
Germany	2020	14.20261755	GWG_Age:Total_Sex:Total_Education:Total
Germany	2012	24.26971563	HSG_Age:Total_Sex:Total_Education:Total
Germany	2012	6.4766784	TSISI_Age:Middle-aged_Sex:Total_Education:Total
Germany	2004	5.150326671	LTUR_Age:Middle-aged_Sex:Total_Education:Total
Germany	2005	5.662395763	LTUR_Age:Middle-aged_Sex:Total_Education:Total
Germany	2006	5.541700869	LTUR_Age:Middle-aged_Sex:Total_Education:Total
Germany	2007	4.586238892	LTUR_Age:Middle-aged_Sex:Total_Education:Total
Germany	2008	3.75577327	LTUR_Age:Middle-aged_Sex:Total_Education:Total
Germany	2009	3.374691272	LTUR_Age:Middle-aged_Sex:Total_Education:Total
Germany	2010	3.214600857	LTUR_Age:Middle-aged_Sex:Total_Education:Total
Germany	2011	2.679437705	LTUR_Age:Middle-aged_Sex:Total_Education:Total
Germany	2012	2.291534348	LTUR_Age:Middle-aged_Sex:Total_Education:Total
Germany	2013	2.165192357	LTUR_Age:Middle-aged_Sex:Total_Education:Total
Germany	2014	2.07116198	LTUR_Age:Middle-aged_Sex:Total_Education:Total
Germany	2015	1.937941924	LTUR_Age:Middle-aged_Sex:Total_Education:Total
Germany	2016	1.61178503	LTUR_Age:Middle-aged_Sex:Total_Education:Total
Germany	2017	1.497335437	LTUR_Age:Middle-aged_Sex:Total_Education:Total
Germany	2018	1.354181919	LTUR_Age:Middle-aged_Sex:Total_Education:Total
Germany	2019	1.143505538	LTUR_Age:Middle-aged_Sex:Total_Education:Total
Germany	2020	1.114961019	LTUR_Age:Middle-aged_Sex:Total_Education:Total
Germany	2021	1.096615855	LTUR_Age:Middle-aged_Sex:Total_Education:Total
Germany	2006	515.6491299	SSS_Age:Total_Sex:Total_Education:Total
Germany	2009	520.4053495	SSS_Age:Total_Sex:Total_Education:Total
Germany	2012	524.1208004	SSS_Age:Total_Sex:Total_Education:Total
Germany	2015	509.1406472	SSS_Age:Total_Sex:Total_Education:Total
Germany	2018	502.9889033	SSS_Age:Total_Sex:Total_Education:Total
Germany	2004	3.362178642	LTUR_Age:Young_Sex:Total_Education:Total
Germany	2005	4.831324883	LTUR_Age:Young_Sex:Total_Education:Total
Germany	2006	4.514955406	LTUR_Age:Young_Sex:Total_Education:Total
Germany	2007	3.758658304	LTUR_Age:Young_Sex:Total_Education:Total
Germany	2008	3.042490446	LTUR_Age:Young_Sex:Total_Education:Total
Germany	2009	2.997495995	LTUR_Age:Young_Sex:Total_Education:Total
Germany	2010	2.601569364	LTUR_Age:Young_Sex:Total_Education:Total
Germany	2011	2.01383336	LTUR_Age:Young_Sex:Total_Education:Total
Germany	2012	1.863310933	LTUR_Age:Young_Sex:Total_Education:Total
Germany	2013	1.803385742	LTUR_Age:Young_Sex:Total_Education:Total
Germany	2014	1.787070158	LTUR_Age:Young_Sex:Total_Education:Total
Germany	2015	1.627964088	LTUR_Age:Young_Sex:Total_Education:Total
Germany	2016	1.542625443	LTUR_Age:Young_Sex:Total_Education:Total
Germany	2017	1.541554373	LTUR_Age:Young_Sex:Total_Education:Total
Germany	2018	1.380265865	LTUR_Age:Young_Sex:Total_Education:Total
Germany	2019	1.19063112	LTUR_Age:Young_Sex:Total_Education:Total
Germany	2020	1.121460003	LTUR_Age:Young_Sex:Total_Education:Total
Germany	2021	1.178881092	LTUR_Age:Young_Sex:Total_Education:Total
Germany	2012	271.72517	ANS_Age:Total_Sex:Total_Education:Total
Germany	2013	7.798393945	Satisfaction with personal relationships_Age:Total_Sex:Total_Education:Tertiary education
Germany	2018	7.907213318	Satisfaction with personal relationships_Age:Total_Sex:Total_Education:Tertiary education
Germany	2013	6.438100544	Satisfaction with time use_Age:Total_Sex:Total_Education:Tertiary education
Germany	2018	6.545262264	Satisfaction with time use_Age:Total_Sex:Total_Education:Tertiary education
